gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c12903_g38663	7.45	9.83	9.46	13.73	13.49	15.43	3.36	6.81
StHeBC4_c12903_g38664	0.25	0.06	0.09	0.21	0.51	0	0.03	0
StHeBC4_c12903_g38666	31.66	28.51	33.81	25.52	23.62	20.68	23.12	32.53
StHeBC4_c12903_g38667	0.16	10.8	15.73	23.5	21.07	24.02	6.28	2.4
StHeBC4_c12903_g38669	4.08	9.64	20.61	22.72	6.78	4.17	0.54	1.51
StHeBC4_c12903_g3867	0	0.53	0.18	0	0	0	0	0
StHeBC4_c12903_g38670	1.21	4.13	4.75	4.38	6	23.39	4.95	9.84
StHeBC4_c12903_g38671	0.09	0.3	0.05	0.43	0.43	0.42	0.37	0.58
StHeBC4_c12903_g38672	0	2.98	2.39	8.9	8.89	2.01	4.65	0.59
StHeBC4_c12903_g38673	0	0.37	0	0	0.15	0	0	0
StHeBC4_c12903_g38675	0	8.17	11.7	35.03	24.08	20.32	9.8	0.83
StHeBC4_c12903_g38676	4.29	3.5	3.15	4.47	4.86	2.85	2.66	3.36
StHeBC4_c12903_g38677	0	0.46	0.97	1.46	0.85	0	0	0.13
StHeBC4_c12903_g38678	0.68	20.1	7.94	25.49	18.6	23.14	21.06	12.69
StHeBC4_c12903_g38679	0.15	0.04	0.05	0.04	0.17	0.26	0.06	0
StHeBC4_c12903_g3868	0.74	1.04	0.97	1.76	2.22	1.48	0.78	0.32
StHeBC4_c12903_g38680	0	7.51	6.98	43.64	24.43	9.1	2.77	0.26
StHeBC4_c12903_g38681	0.95	21.42	7.94	25.53	20.79	14.47	31.33	18.2
StHeBC4_c12903_g38682	0	0	0	0	0.05	0	0	0
StHeBC4_c12903_g38683	0.37	1.42	0.61	3.25	2.15	0.34	0.61	2.67
StHeBC4_c12903_g38684	4.91	1.43	3.69	2.32	1.96	2.28	1.39	3.21
StHeBC4_c12903_g38685	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38686	0	0	0.77	0	0.52	0.33	0	0.3
StHeBC4_c12903_g38687	0	1.14	1.63	5.53	3.38	1.77	1.34	0.55
StHeBC4_c12903_g38688	1.28	0	0	0	0	0	0	0.55
StHeBC4_c12903_g38689	7.35	8.51	10.09	11.88	8.31	8.33	19.83	16.8
StHeBC4_c12903_g3869	4.42	8.96	8.35	7.33	6.48	8.66	4.71	6.26
StHeBC4_c12903_g38690	1.95	6.25	4.59	6.71	7.18	6.99	2.88	0.97
StHeBC4_c12903_g38691	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38692	18.86	11.48	13.98	13.64	14.1	13.56	11.01	11.62
StHeBC4_c12903_g38695	3.37	1.25	2.4	2.64	3.39	2.64	2.11	3.55
StHeBC4_c12903_g38696	3.45	5.86	5.91	7.88	8.92	7.28	12.14	8.07
StHeBC4_c12903_g38697	1.16	1.06	1.12	1.56	0.9	1.03	0.73	0.73
StHeBC4_c12903_g38698	10.6	16.68	16.2	19.55	18.55	17.95	5.78	14.65
StHeBC4_c12903_g38699	18.1	14.75	13.56	12.87	13.61	11.92	11.59	16.85
StHeBC4_c12903_g387	6.74	2.71	3.85	3.98	1.95	7.36	13.44	22.28
StHeBC4_c12903_g3870	6.19	2.76	3.06	3.93	3.92	9.05	3.27	2.31
StHeBC4_c12903_g38700	0.24	0	0.21	0.13	0.53	0.21	0.05	0.39
StHeBC4_c12903_g38701	14.64	5.73	9.13	7.89	5.73	8.05	3.48	8.91
StHeBC4_c12903_g38702	4.94	5.27	5.93	6.96	5.6	12.15	7.13	6.63
StHeBC4_c12903_g38703	28.7	23.44	35.3	38.57	27.61	71.69	54.93	50.6
StHeBC4_c12903_g38704	7.32	7.45	10.58	11.87	8.87	19.89	13.94	11.26
StHeBC4_c12903_g38705	0.12	0	0.05	0	0.07	0.07	0	0
StHeBC4_c12903_g38706	0.18	0.23	0.08	0.72	0.21	0.14	0	0
StHeBC4_c12903_g38707	0	0	0	0.02	0	0	3.17	0.85
StHeBC4_c12903_g38708	2.26	0.89	1.84	1.38	0.71	2.93	2.2	3.16
StHeBC4_c12903_g38709	0	0	0.03	0	0	0	0	0
StHeBC4_c12903_g3871	1.98	1.89	2.5	2.37	2.63	6.74	3.13	1.08
StHeBC4_c12903_g38710	21.85	9.54	11.93	11.56	8.19	11.95	9.17	10.97
StHeBC4_c12903_g38712	3.68	0.99	3.85	0.71	6.65	0.87	8.43	8.99
StHeBC4_c12903_g38713	1.01	0	0.21	0.59	0.24	0.85	1.39	2.05
StHeBC4_c12903_g38714	0.5	0.21	0.11	0.29	0.33	0.25	0.08	0.19
StHeBC4_c12903_g38715	0	0	0	0	0	0.22	0	0
StHeBC4_c12903_g38716	1.39	1.37	0.92	1.57	1.09	1.01	0.31	1.38
StHeBC4_c12903_g38717	0.97	1.5	1.65	3.6	2.5	1.09	0	0.19
StHeBC4_c12903_g38719	0	0	0	0.07	0	0	0	0
StHeBC4_c12903_g3872	19.6	4.31	7.04	11.94	11.93	13.74	20.53	17.22
StHeBC4_c12903_g38720	0.11	0	0	0.07	0.11	0	0	0
StHeBC4_c12903_g38721	7.32	5.33	5.26	6.13	4.29	8.04	4.35	6.28
StHeBC4_c12903_g38722	1.64	0.56	1.42	1.67	0.53	2.09	0.6	1.18
StHeBC4_c12903_g38724	2.05	1.26	1.85	1.27	1.33	2.67	1.24	1.65
StHeBC4_c12903_g38725	8.53	19.34	36.98	38.37	27.35	75.03	53.54	52.09
StHeBC4_c12903_g38726	4.23	1.64	1.64	2.73	3.34	2.34	4.46	3.33
StHeBC4_c12903_g38727	2.68	4.67	3.31	7.15	7.04	10.46	1.68	2.41
StHeBC4_c12903_g38728	35.87	12.31	20.53	17.22	17.5	27.37	11.95	12.92
StHeBC4_c12903_g38729	16.16	16.34	20.07	27.37	30.2	35.33	18.93	29.62
StHeBC4_c12903_g3873	0.18	0.07	0.06	0.15	0.07	0.07	0.08	0.04
StHeBC4_c12903_g38730	70.47	27.64	37.48	39.62	41.4	41.86	22.76	44.22
StHeBC4_c12903_g38731	0.9	0.26	0.16	0.59	0.28	0.37	0	0
StHeBC4_c12903_g38732	104.36	1176.16	1000.47	1242.85	628.65	282.98	115.25	385.2
StHeBC4_c12903_g38734	2.22	0.04	1.47	1.07	1.29	1.08	0.18	0.45
StHeBC4_c12903_g38735	5.92	3.29	3.42	5.32	4.13	4.27	1.79	4.06
StHeBC4_c12903_g38736	0	0	0	0	0	0.06	0	0
StHeBC4_c12903_g38737	12.71	6.21	7.66	9.31	8.64	12.5	3.04	5.84
StHeBC4_c12903_g38738	55.19	39.24	57.5	56.45	51.69	76.64	55.05	59.27
StHeBC4_c12903_g38739	0.33	0.41	0.29	0.66	0.15	0.13	0	0
StHeBC4_c12903_g3874	1.68	1.88	1.48	1.98	2.59	2.44	1.13	2.52
StHeBC4_c12903_g38740	0	0	0	0.08	0	0	0	0
StHeBC4_c12903_g38741	1.18	6.28	5.22	10.33	9.79	4.68	2.15	6.61
StHeBC4_c12903_g38742	4.71	5.19	4.66	6.77	5.76	3.23	5.4	7.01
StHeBC4_c12903_g38743	0.14	0	0.29	0.22	0	0.97	0.04	0
StHeBC4_c12903_g38744	2.19	0.67	1.21	1.59	1.74	1.48	1.58	1.2
StHeBC4_c12903_g38745	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38747	1.78	2.86	2.52	2.86	2.54	1.75	0.7	0.5
StHeBC4_c12903_g38749	0.33	0.74	0.56	1.09	2.15	0.59	0.39	1.38
StHeBC4_c12903_g38750	0.59	2.4	3.32	1.67	1.52	1.48	0.15	0.58
StHeBC4_c12903_g38751	13.73	5.22	4.87	5.22	4.08	10.14	3.79	2.29
StHeBC4_c12903_g38752	8.13	3.24	5.46	5.04	3.26	8.71	3.32	3.73
StHeBC4_c12903_g38753	8.1	3.58	5.06	5.6	3.55	3.61	3.49	2.26
StHeBC4_c12903_g38755	5.34	8.63	15.26	22.1	15.37	33.12	41.62	32.79
StHeBC4_c12903_g38756	1.85	0.27	0.52	0.7	0.14	3.01	0	0
StHeBC4_c12903_g38757	0.58	2.04	0	1.68	0.46	0	4.22	0.03
StHeBC4_c12903_g38758	7.56	10.92	15.19	19.94	14.62	26.19	26.58	31.18
StHeBC4_c12903_g38759	0.11	0	0	0	0.28	0.11	0	0
StHeBC4_c12903_g3876	1.27	227.33	311.54	75.04	5.89	2.33	2.12	1.01
StHeBC4_c12903_g38760	1.34	7.8	4.59	10.08	11.15	5.69	7.75	8.61
StHeBC4_c12903_g38761	26.78	33.48	37.21	30.87	23.13	46.65	31.98	36.94
StHeBC4_c12903_g38762	4.33	24.9	23.99	49.47	57.06	101.5	80.7	81.69
StHeBC4_c12903_g38763	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38764	0.56	0.84	0.41	0.61	0.64	0.28	0.13	0.44
StHeBC4_c12903_g38765	1.16	4.17	3.49	5.24	3.82	4.85	6.75	8.83
StHeBC4_c12903_g38766	8.15	16.25	15.31	17.15	24.07	14.11	10.07	12.21
StHeBC4_c12903_g38767	34.87	38.67	33.45	27.33	24.98	23.03	30.23	45.19
StHeBC4_c12903_g38768	2.28	2.61	0.65	2.54	1.79	0.89	1.27	1.69
StHeBC4_c12903_g3877	1.01	283.8	350.21	82.99	7.37	2.78	2.07	1.1
StHeBC4_c12903_g38770	0.28	0	0.22	0	0	0	1.07	0.14
StHeBC4_c12903_g38771	0.03	0.7	0.2	1.22	3.38	0.42	0.91	1.36
StHeBC4_c12903_g38772	41.31	6.07	15.98	9.62	7.97	19.24	6.26	10.41
StHeBC4_c12903_g38773	0.49	0.5	1.26	2.12	2.08	1.45	0.23	0.72
StHeBC4_c12903_g38774	621.05	613.39	391.87	441.99	624.64	294.28	257.31	217.43
StHeBC4_c12903_g38776	428.06	476.43	263.18	418.51	579.52	206.38	217.38	186.06
StHeBC4_c12903_g38777	6.66	9.94	8.19	7.98	7.97	13.89	6.17	6.15
StHeBC4_c12903_g38778	13.39	7.69	10.4	7.24	3.4	9.05	16.83	7.95
StHeBC4_c12903_g38779	0.28	0	0.2	0.3	0	0.61	0	0.11
StHeBC4_c12903_g3878	1.51	0.57	0.98	1.31	0.14	1.74	1.21	1
StHeBC4_c12903_g38780	0	0.23	0.07	0	0.22	0	0	0.69
StHeBC4_c12903_g38781	1.46	11.96	5.4	5.72	5.64	6.14	0	0
StHeBC4_c12903_g38782	0.21	0.86	0.49	1.42	1.88	0.49	1.41	2.15
StHeBC4_c12903_g38783	64.9	32.6	34.8	35.35	53.7	70.88	16.85	28.67
StHeBC4_c12903_g38784	0.19	3.86	9.3	23.69	28.72	25.04	32.15	58.39
StHeBC4_c12903_g38785	267.7	232.25	180.92	158.45	222.5	153.89	81.4	86.63
StHeBC4_c12903_g38786	17.05	18.06	18.17	26.28	27.85	18.65	14.19	18.71
StHeBC4_c12903_g38788	1.09	10.54	4.28	5.66	7.48	4.49	0.77	2.24
StHeBC4_c12903_g38789	4.98	24.3	16.9	16.9	17.5	13.3	9.49	16.77
StHeBC4_c12903_g3879	0	0.06	0	0.19	0.09	0	0.03	0.05
StHeBC4_c12903_g38791	1.89	0.51	0.72	1.24	0.81	1.5	0.25	0.88
StHeBC4_c12903_g38792	1.14	0.37	0.61	0.56	0.42	0.93	1.35	2.45
StHeBC4_c12903_g38793	0.38	0.43	1.13	4.87	6.09	4.56	0.37	0.5
StHeBC4_c12903_g38795	9.56	3.42	5.92	4.88	4.16	8.29	6.52	5.93
StHeBC4_c12903_g38797	309.67	280.68	246.36	213.17	269.17	129.77	64.4	65.1
StHeBC4_c12903_g38798	10.63	4.91	4.89	9.42	9.5	7.59	8.69	9.45
StHeBC4_c12903_g38799	0.02	72.2	50.92	20.7	7.92	21.3	0.11	0
StHeBC4_c12903_g388	1.97	31.06	48.54	70.13	59.54	53.63	95.7	62.04
StHeBC4_c12903_g38800	4.24	30.58	16.08	20.74	18.79	10.2	9.22	25.99
StHeBC4_c12903_g38801	0.06	39.69	12.24	61.27	99.74	4.19	0.96	4.29
StHeBC4_c12903_g38802	12.58	11.54	12.23	16.61	15.18	12.59	10.93	12.52
StHeBC4_c12903_g38803	0.48	1.85	2.08	1.32	1.56	0	1.04	0.69
StHeBC4_c12903_g38804	53.54	16.8	22.52	36.53	30.02	50.83	27.96	37.45
StHeBC4_c12903_g38805	0.59	0.43	0.81	0.63	0.39	0.72	0.59	0.37
StHeBC4_c12903_g38806	15.07	17.74	17.68	28.27	29.37	17.43	9.87	22.1
StHeBC4_c12903_g38807	3.12	1.48	2.27	0.78	0.38	0.61	0.94	1.45
StHeBC4_c12903_g38808	0.43	2.5	3.67	5.44	4.85	6.08	0.75	0.74
StHeBC4_c12903_g38809	1.16	0.32	0.58	0.38	0.12	0.43	2.04	0.68
StHeBC4_c12903_g3881	0.29	296.78	402.76	89.39	9.49	12.99	1	2.1
StHeBC4_c12903_g38810	1.62	1.74	5.55	9.97	5.67	16.69	23.84	26.59
StHeBC4_c12903_g38811	4.91	12.59	12.85	10.86	6.81	15.64	23	16.59
StHeBC4_c12903_g38812	4.63	3.36	5.66	4.92	5.54	6.62	9.92	7.61
StHeBC4_c12903_g38815	0	0	0.03	0	0	0	0	0
StHeBC4_c12903_g38817	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38818	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38819	0.13	0.69	1.73	13.29	14.2	28.35	14.56	2.21
StHeBC4_c12903_g3882	0	231.75	292.55	61.48	9.56	10.86	1.27	0.97
StHeBC4_c12903_g38820	0.64	5.83	6.74	13.93	13.79	28.35	12.6	9.16
StHeBC4_c12903_g38821	0.06	0.06	0	0	0.07	0.14	0.06	6.62
StHeBC4_c12903_g38822	10.68	9.87	9.72	11.22	11.16	12.6	9.95	14.9
StHeBC4_c12903_g38823	0.28	0.19	0.14	0.3	0	0.3	0.11	0
StHeBC4_c12903_g38824	0.77	1.34	1.12	1.84	0.98	1.2	1.93	1.43
StHeBC4_c12903_g38825	3.37	5.22	4.69	5.05	2.05	7.12	2.22	3.16
StHeBC4_c12903_g38826	3.23	2.13	1.61	3.48	3.92	3.54	2.67	4.13
StHeBC4_c12903_g38827	29.2	157.11	120	41.29	33.77	32.66	194.38	96.58
StHeBC4_c12903_g38828	1.09	0.25	1.24	1.48	1.24	1.39	1.57	1.42
StHeBC4_c12903_g38829	15.21	11.01	13.76	15.94	16.01	21.25	14.28	15.86
StHeBC4_c12903_g3883	0.12	4.81	12.33	2.78	0.27	0.8	0.24	0.07
StHeBC4_c12903_g38830	21.78	23.1	21.62	23.86	27.18	21.03	14.62	19.04
StHeBC4_c12903_g38831	0.01	0.06	0	0.45	0.31	0.08	0.04	0.08
StHeBC4_c12903_g38833	1.87	0.81	2.32	0.65	0.15	0.64	0.68	1.42
StHeBC4_c12903_g38834	4.25	3.92	6.24	6.52	5.16	4.57	5.31	8.45
StHeBC4_c12903_g38835	0.2	0.11	0.07	0.22	0.03	0.26	0.28	0
StHeBC4_c12903_g38836	3470.32	1756.93	2194.34	1988.07	1675.67	2096.5	1199.17	1411.38
StHeBC4_c12903_g38837	2.66	1.43	1.56	2.67	3.23	1.26	2.24	2.16
StHeBC4_c12903_g38838	28.07	1010.86	585.07	311.03	148.73	80.88	207.55	155.2
StHeBC4_c12903_g38839	2.18	3.61	2.92	6.16	6.25	4.56	2.38	2.45
StHeBC4_c12903_g38840	0.92	1.32	1.34	1.94	2.41	1.18	0.08	0.04
StHeBC4_c12903_g38843	24.35	25.75	24.29	32.61	35.45	33.4	8.88	8.68
StHeBC4_c12903_g38844	202.18	320.92	301.57	322.24	284.47	413.2	227.06	263.62
StHeBC4_c12903_g38845	0.13	0	0	0	0	0	0	0
StHeBC4_c12903_g38846	23.36	11.28	18.02	17.31	15.9	11.7	6.46	10.34
StHeBC4_c12903_g38847	32.33	191.94	154.83	139.8	130.16	74.54	36.59	57.74
StHeBC4_c12903_g38848	2.36	0.09	0.27	0.25	0.08	0.23	0.1	0.12
StHeBC4_c12903_g38849	0.15	0.95	0.12	0.21	0.92	0.53	2.32	1.91
StHeBC4_c12903_g3885	0	0.14	0	0.08	0	0	0	0
StHeBC4_c12903_g38851	3.48	0.69	2.7	2.94	1.33	8.94	3.48	2.58
StHeBC4_c12903_g38852	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38853	0.7	0	0.15	0.2	0.12	0	0.37	0.8
StHeBC4_c12903_g38854	5.26	0.97	1.9	1.97	1.65	3.09	0.81	1.29
StHeBC4_c12903_g38855	0.04	0	0	0	0.04	0.06	0.04	0.07
StHeBC4_c12903_g38856	32.62	9.9	13.33	14.48	12.41	9.93	3.88	8.09
StHeBC4_c12903_g38857	6.1	8.46	10.47	13.48	8.93	13.11	15.08	13.64
StHeBC4_c12903_g38858	0.07	1.36	2.06	35.14	24.05	31.12	2.05	0.15
StHeBC4_c12903_g3886	0.65	74.33	106.88	71.9	15.61	93.54	185.38	5.2
StHeBC4_c12903_g38860	5.5	3.24	3.37	3.8	3.16	2.77	2	2.75
StHeBC4_c12903_g38861	1.63	2.25	3.98	2.13	1.39	1.89	1.07	0.69
StHeBC4_c12903_g38862	0.04	0	0.17	0.41	0.39	0.25	0.66	1.38
StHeBC4_c12903_g38863	2.64	1.44	3.04	6.58	7.08	6.34	4.32	1.93
StHeBC4_c12903_g38864	16.68	13.75	18.16	13.3	11.74	14.71	10.04	10.96
StHeBC4_c12903_g38866	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38868	0.08	0.03	0.04	0.06	0.05	0	0	0
StHeBC4_c12903_g38869	0.67	1.09	1.18	1.24	1.52	2.76	0.07	0.98
StHeBC4_c12903_g38870	0.12	1.84	1.33	4.76	5.15	1.06	0.44	2.28
StHeBC4_c12903_g38871	7.01	2.8	5.24	1.62	1.71	12.06	0.11	0.83
StHeBC4_c12903_g38873	1.01	0.3	0.61	0.32	0.02	0.32	0	0.09
StHeBC4_c12903_g38874	0.15	0.07	0.02	0.3	0.06	0.27	0.16	0.18
StHeBC4_c12903_g38875	0.06	0.08	0	0	0.04	0.05	0.17	0.11
StHeBC4_c12903_g38876	2.14	0.5	1	1.34	0.65	0.4	0	0.06
StHeBC4_c12903_g38877	0.23	0.48	0	0	0.12	0	0.48	0.31
StHeBC4_c12903_g38878	0.09	0.14	0.28	0.11	0.06	0.2	0	0.02
StHeBC4_c12903_g38879	0.11	0.1	0.14	0.26	0.63	0.3	0.05	0.3
StHeBC4_c12903_g38880	0.11	0	0.57	0.13	0.53	0.42	0.72	1.57
StHeBC4_c12903_g38881	18.64	12.32	15.09	13.57	13.33	16.25	11.88	12.14
StHeBC4_c12903_g38883	1.05	2.06	1.49	1.85	0.92	2.66	0.11	0.01
StHeBC4_c12903_g38884	2.49	4.3	4.98	7.2	4.36	5.22	8.05	14.04
StHeBC4_c12903_g38885	1.94	2.69	3.4	3.41	3.07	3.13	2.36	3.08
StHeBC4_c12903_g38886	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38887	1.35	6.12	4.59	5.29	8.33	3.38	0.85	2.55
StHeBC4_c12903_g38889	0	0	0	0	0	0	0	0
StHeBC4_c12903_g3889	10.52	10.11	31.16	11.81	2.26	0.29	0	0.65
StHeBC4_c12903_g38890	58.7	35.47	55.07	56.42	45.69	63.74	44.2	47.3
StHeBC4_c12903_g38891	0.16	0.09	0.28	0.22	0.4	0.07	0	0
StHeBC4_c12903_g38893	3.68	7.44	7.73	20.2	19.39	20.01	6.72	6.36
StHeBC4_c12903_g38894	8.9	16.5	10.94	17.75	25.44	12.63	14.57	12.57
StHeBC4_c12903_g38895	1.29	6.23	4.9	10.66	5.54	8.25	4.43	1.55
StHeBC4_c12903_g38897	0	0	0	0.23	0	0	0	0
StHeBC4_c12903_g38898	0.68	0	0.16	0.43	1.74	1.26	0	0
StHeBC4_c12903_g38899	0	0	0.05	0.18	0.66	0.22	0.04	0.56
StHeBC4_c12903_g389	144.05	630.32	351.96	534.21	281.99	97.48	15.82	8.59
StHeBC4_c12903_g3890	8.74	1.7	3.51	3.6	2.16	4.52	5.73	4.84
StHeBC4_c12903_g38900	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38901	12.36	4.73	7.44	7.03	4.28	7.56	6.17	10.06
StHeBC4_c12903_g38902	0	0.14	0.69	0.1	0.06	0.18	0.16	0.31
StHeBC4_c12903_g38903	32.01	15.26	20.27	16.85	11.98	11.88	24.07	37.14
StHeBC4_c12903_g38905	1.12	2.88	1.12	5.79	8.9	16.17	0.99	0.43
StHeBC4_c12903_g38907	0.57	0.16	0.29	0.15	0.17	0.28	0.08	0.25
StHeBC4_c12903_g38908	4.76	1.57	3.1	2.68	1.23	1.93	1.45	1.59
StHeBC4_c12903_g38909	0.74	69.29	5.69	16.8	16.64	17.47	2.14	1.07
StHeBC4_c12903_g3891	0	0.12	0	1.86	3.39	0.25	0.25	0.62
StHeBC4_c12903_g38910	0.04	0.04	0.09	0.81	1.07	0.51	0.12	0.81
StHeBC4_c12903_g38911	70.73	26.97	57.53	60.21	36.61	153.48	453.33	119.61
StHeBC4_c12903_g38912	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38913	0.1	0.19	0.21	0.38	0.52	0.25	0.1	0.08
StHeBC4_c12903_g38914	1.08	1.06	0.65	4.59	11.73	1.36	0.03	8.29
StHeBC4_c12903_g38915	0	0	0.14	0.18	0	0	0	0
StHeBC4_c12903_g38917	34.13	10.81	20.15	12.58	15.44	53.19	134.53	50.78
StHeBC4_c12903_g38919	0.11	0	0	0	0	0	0.05	0
StHeBC4_c12903_g3892	0.04	3.93	3.95	19.52	21.4	15.17	3.54	1.92
StHeBC4_c12903_g38920	12.65	20.66	20.94	38.73	39.31	84.75	102.68	124.31
StHeBC4_c12903_g38922	0.15	0	0.1	0.04	0.08	0	0	0
StHeBC4_c12903_g38924	0.01	0.05	0.02	0	0.07	0.16	0.08	0.06
StHeBC4_c12903_g38925	6.2	6.11	5.46	8.47	9.96	11.24	12.38	7.21
StHeBC4_c12903_g38929	1.01	0.35	0.52	0.42	0.51	0.43	0.37	1.53
StHeBC4_c12903_g3893	0	0	0.03	0.21	0	0	0.3	0
StHeBC4_c12903_g38930	13.56	1.2	2.58	2.38	1.89	3.77	0.77	0.49
StHeBC4_c12903_g38931	11.33	8.6	10.24	17.9	17.92	17.7	10.46	11.45
StHeBC4_c12903_g38932	2.63	0.9	2.03	1.97	2.67	1.68	0.89	1.46
StHeBC4_c12903_g38933	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38935	5.04	9.47	10.49	16.11	9.59	28.61	23.23	14.01
StHeBC4_c12903_g38936	14.04	10.93	11.67	11.54	12.9	15.16	7.41	9.51
StHeBC4_c12903_g38937	8.38	43.61	18.14	36.14	42.87	34.83	10.6	13.41
StHeBC4_c12903_g38938	0.07	0	0.21	0.19	0.22	0.54	0.18	0.16
StHeBC4_c12903_g38939	0.27	0.04	0.11	0.12	0.23	0.14	0.07	0.03
StHeBC4_c12903_g3894	0	0	0	15.45	99.68	13.55	0	0
StHeBC4_c12903_g38940	1.24	2.14	2.04	2.24	3.94	2.65	9.17	3.02
StHeBC4_c12903_g38941	10.46	1	1.47	4.2	14.44	9.41	11.71	10.87
StHeBC4_c12903_g38943	12.61	37.31	25.32	26.19	42.21	16.15	24.91	24.08
StHeBC4_c12903_g38944	5.78	1.87	2.07	2.63	2.04	2.52	1.55	1.91
StHeBC4_c12903_g38945	4.73	3.64	2.91	7.84	6.28	3.99	7	37.07
StHeBC4_c12903_g38946	0.32	0.44	0.39	0.56	1.06	0.64	8.91	4.41
StHeBC4_c12903_g38949	10.2	17.05	11.19	24.06	26.79	17.23	6.35	5.4
StHeBC4_c12903_g3895	1.18	3.57	3.61	6.33	6.47	4	3.14	3.94
StHeBC4_c12903_g38950	25.27	5.92	5.97	8.55	6.74	13.96	1.67	2.21
StHeBC4_c12903_g38952	0	0	0	0	0.07	0	0	0
StHeBC4_c12903_g38953	2.31	0.97	0.76	1.26	1.69	2.7	0.11	0.34
StHeBC4_c12903_g38955	0	0	0	0.5	0.12	0.14	0	0
StHeBC4_c12903_g38956	0.03	0	0.09	0	0	0.05	0.04	0.04
StHeBC4_c12903_g38957	2.08	0.28	1.51	0.94	0.71	0.59	0.47	1.55
StHeBC4_c12903_g38958	10.32	7.58	9.78	10.54	12.28	9.2	7.59	8.66
StHeBC4_c12903_g3896	0	0.03	0	13.01	81.72	9.84	0	0
StHeBC4_c12903_g38960	13.01	5.14	9.69	4.08	3.79	3.94	3.41	5.74
StHeBC4_c12903_g38961	5.86	1.77	3.69	2.73	1.68	2.6	1.77	2.73
StHeBC4_c12903_g38962	0.44	1.06	1.2	3.23	1.97	1.2	0.3	0.27
StHeBC4_c12903_g38963	19.34	13.34	18.17	19.53	13.88	22.98	13.05	14.57
StHeBC4_c12903_g38964	1.98	0.56	0.83	0.8	1.17	0	8.71	6.21
StHeBC4_c12903_g38965	1.67	0.6	1.86	1.13	0.39	0.3	0	0
StHeBC4_c12903_g38966	0.97	22.81	20.77	35.07	36.59	56.78	272.61	160.4
StHeBC4_c12903_g38967	0.22	34.18	26.05	42.42	43.79	71.28	533.9	338.92
StHeBC4_c12903_g38968	0.54	0.38	1.13	0.92	0.93	0.61	0.32	0.14
StHeBC4_c12903_g38969	4.55	2.82	10.91	2.26	1.61	3.82	0.98	2.32
StHeBC4_c12903_g3897	1.04	1.39	0.73	2.21	0.49	0.81	0.28	1.27
StHeBC4_c12903_g38971	4.91	1.34	2.9	0	1.32	0	0	0
StHeBC4_c12903_g38972	0	0	0	0	0	0	0.19	0.28
StHeBC4_c12903_g38973	6.97	6.5	12.96	15.01	10.79	8.27	5.95	10.41
StHeBC4_c12903_g38974	12.28	6.18	10.34	18.82	16.91	27.39	11.9	7.15
StHeBC4_c12903_g38975	0.75	0.29	0	0	0	1.08	0.91	0
StHeBC4_c12903_g38976	10.69	40.54	30.41	41.48	44.37	26.06	9.49	24.49
StHeBC4_c12903_g38977	3.08	2.53	4.84	6.85	8.74	4.64	1.49	6.86
StHeBC4_c12903_g38978	59.41	31.26	34.82	29.57	40.29	18.15	16.65	15.41
StHeBC4_c12903_g38979	4.51	2.88	9.23	14.01	15.75	15.77	3.87	2.34
StHeBC4_c12903_g38980	8.77	6.43	7.51	8.98	8.29	7.76	1.2	0.79
StHeBC4_c12903_g38981	3.07	1.83	2.34	6.29	8.15	4.04	2.15	5.75
StHeBC4_c12903_g38983	5.54	7.09	6.24	7.83	7.24	3.71	1.93	4.8
StHeBC4_c12903_g38984	6.89	2.88	3.84	4.09	3.89	6.4	2.75	2.05
StHeBC4_c12903_g38985	5.54	0.78	2.32	2.2	1.86	4.37	11.16	10.52
StHeBC4_c12903_g38987	49.36	11.01	30.79	14.95	8.46	9.85	20.45	25.81
StHeBC4_c12903_g38988	9.29	12.91	11.12	16.75	16.99	6.98	5.03	6.4
StHeBC4_c12903_g38989	60.73	326.48	197.15	207.65	264.05	128.24	132.81	197.14
StHeBC4_c12903_g38990	9.94	1.62	4.27	2.5	1.98	4.88	2.15	1.74
StHeBC4_c12903_g38991	0	0	0	0	0	0	0	0
StHeBC4_c12903_g38992	1.8	1.87	1.66	1.24	0.94	1.79	1.48	1.77
StHeBC4_c12903_g38993	0.63	0	4.21	3.19	3.76	2.38	0	0.43
StHeBC4_c12903_g38995	18.49	11.57	17.64	17.31	8.37	17.57	16.81	17.88
StHeBC4_c12903_g38996	2.18	17.5	21.19	34.91	25.89	14.32	91.35	6.58
StHeBC4_c12903_g38997	7.32	4.23	4.47	5.7	7.91	5.73	12.26	9.88
StHeBC4_c12903_g38998	22.65	13.2	9.08	13.81	19.96	11.62	13.08	10.23
