gene_id	Stage_0	Stage_1	Stage_2	Stage_3	Stage_4	Stage_5	Stage_6_1	Stage_6_2
StHeBC4_c17608_g0	0	0	0	0	0	0.08	0	0
StHeBC4_c17609_g0	13.67	3.73	5.96	5.68	3.13	7.34	5.57	1.68
StHeBC4_c17610_g0	0.96	3.87	0.71	0.41	1.11	0.46	0	0
StHeBC4_c17611_g0	0.11	0	0.13	0.25	0.14	0.19	0	0
StHeBC4_c17611_g1	6.75	9.76	8.38	8.9	11.44	8.67	10.63	11.24
StHeBC4_c17612_g0	0	0	0	0	0	0	0	0
StHeBC4_c17615_g0	0.06	3.31	3.54	7.42	6.98	11.39	11.11	9.29
StHeBC4_c17616_g0	0	0.08	0	0	0	0	0.38	0.26
StHeBC4_c17617_g0	0	0	0	0	0	0	0	0
StHeBC4_c17618_g0	0	0	0	0	0	0	0	0
StHeBC4_c17621_g0	0.5	1.35	1.34	3.06	3.21	1.85	0.65	2.04
StHeBC4_c17624_g0	45.71	53.51	58.52	64.52	64.02	64.96	54.77	76.74
StHeBC4_c17625_g0	0.64	0.39	0.6	0.46	0.44	1.04	0.39	0.74
StHeBC4_c17627_g0	0	7.53	0.83	1.32	0.62	3.55	0.26	4.75
StHeBC4_c17627_g1	0	14.27	2.82	2.5	1.66	3.95	0.43	10.91
StHeBC4_c17628_g0	0.34	0.12	0.14	0	0.23	0.11	0.29	0.36
StHeBC4_c17628_g1	11.73	11.22	16.01	11.7	11.53	13.57	13.38	13.97
StHeBC4_c17629_g0	1.94	3.05	2.19	2.53	2.93	1.76	8.52	9.61
StHeBC4_c17630_g0	1.52	2.2	3.53	3.33	3.19	2.23	0	0
StHeBC4_c17631_g0	0	0	0	0.03	0	0	0.02	0
StHeBC4_c17632_g0	5.61	14.4	9.5	19.06	24.96	7.72	7.99	12.31
StHeBC4_c17634_g0	0	0.37	0.08	1.1	0.22	0.22	0.3	0.46
StHeBC4_c17636_g0	14.72	13.58	12.71	19.63	19.5	25.24	19.37	9.59
StHeBC4_c17637_g0	0.3	0.42	13.64	79.01	61.24	9.69	33.65	101
StHeBC4_c17637_g1	1.73	0.55	2.3	2.17	2.36	1.15	0.22	0.24
StHeBC4_c17637_g3	10.46	12.44	32.59	154.98	114.92	32.89	65.35	194.3
StHeBC4_c17637_g5	0.72	0.3	0.33	0.95	0.5	0.49	0.36	0.23
StHeBC4_c17638_g0	0	0.16	0	0.15	0.18	0	0.15	0
StHeBC4_c17640_g0	1.91	7.5	4.58	10.18	21.33	13.4	16.06	9.05
StHeBC4_c17640_g1	25.36	81.18	49.45	104.9	231.83	142.01	261.28	141.85
StHeBC4_c17642_g0	0.2	0	0	0	0	0.14	0	0
StHeBC4_c17644_g1	30.9	10.82	20.61	16.08	13.86	29.14	5.41	7.35
StHeBC4_c17645_g0	2.29	6.04	5.38	12.31	18.79	9.66	3.83	5.74
StHeBC4_c17645_g1	0.18	0.19	0.11	0.56	0.93	1.62	0.37	0.19
StHeBC4_c17645_g2	3.52	0.61	1.84	0.77	0.09	2.17	1.41	1.91
StHeBC4_c17645_g3	5.59	6.58	7.81	8.89	8.38	10.69	7.55	9.82
StHeBC4_c17645_g4	0	0.27	0.11	0.08	0.3	0.39	0.03	1.03
StHeBC4_c17648_g0	0.09	0.02	0	0.09	0.05	0.03	0	0.03
StHeBC4_c17649_g0	0	0.11	0	0	0	0	0	0
StHeBC4_c17650_g0	0.12	0.53	0.52	3.85	8.93	1.34	0.25	1.18
StHeBC4_c17651_g0	5	7.93	5.75	9.99	9.51	9.84	40.94	31.5
StHeBC4_c17652_g0	0	0	0	0	0	0	0	0
StHeBC4_c17652_g1	0	0	0	0	0	0	0	0
StHeBC4_c17655_g0	2.45	59.06	8.43	6.9	8.25	4.12	1.02	13.92
StHeBC4_c17657_g0	0.32	20.95	25.58	18.05	9.03	24.65	4.69	3.18
StHeBC4_c17658_g0	0	0	0	0	0	0	0	0
StHeBC4_c17659_g0	0	0	0	0.91	0.15	1.48	1.28	1.43
StHeBC4_c17661_g0	1	2.99	5.5	12.23	10.36	6.92	1.44	1.31
StHeBC4_c17662_g0	33.64	105.03	54.65	72.66	25.36	66.8	8.51	31.29
StHeBC4_c17663_g0	0.29	0	0	0.36	0	0.17	0.08	0.12
StHeBC4_c17663_g1	6.72	11.58	10.6	13.94	12.51	12.91	15.32	14.88
StHeBC4_c17665_g0	0.02	0	0.19	0.02	0	0.28	0	0
StHeBC4_c17666_g0	14.83	11.3	15.71	14.33	14.11	11.46	10.66	13.09
StHeBC4_c17667_g0	3.77	5.34	5.63	6.17	5.25	8.13	9.95	7.07
StHeBC4_c17668_g0	0.26	0.16	0.26	0.68	0.56	0.82	0.14	0.11
StHeBC4_c17669_g0	26.44	15.35	19.69	23.79	22.95	19.3	15.06	13.34
StHeBC4_c17669_g1	69.69	99.41	104.81	110.3	102.03	91.59	97.51	108.16
StHeBC4_c17669_g2	6.84	9.16	9.79	11.31	11.5	8.86	13.07	16.29
StHeBC4_c17670_g0	0.04	3.2	3.11	1.44	1.44	1.81	2.04	7.66
StHeBC4_c17671_g0	0	5.85	1.96	0.57	0.39	0.3	0.1	0.13
StHeBC4_c17672_g0	0	0	0	0	0	0	0	0
StHeBC4_c17673_g0	0.5	0.22	0.33	0.33	0.48	0.56	0.26	0.32
StHeBC4_c17674_g0	0	0	0	0	0	0	0	0
StHeBC4_c17674_g1	0.11	2.81	1.44	6.26	8.65	0.71	0.42	0.46
StHeBC4_c17674_g2	0.12	1.45	0.83	2.2	3.72	0.85	0.16	0.36
StHeBC4_c17674_g3	0.9	4.58	2.45	8.33	11.96	2.8	0.69	2.16
StHeBC4_c17675_g0	9.44	4.72	6.64	8.44	5.32	8.12	7.49	9.44
StHeBC4_c17679_g0	0	0	0	0	0	0	0	0
StHeBC4_c17680_g1	6.74	2.5	2.33	2.56	2.3	3.44	1.2	1.88
StHeBC4_c17684_g0	8.47	3.64	4.08	1.7	0.8	0.38	0	0.03
StHeBC4_c17684_g1	2.48	5.85	4.74	2.49	2.92	0.22	0	3.88
StHeBC4_c17686_g0	0.07	0	0.08	0	0	0	0	0
StHeBC4_c17687_g0	0.06	0.04	0.09	0.15	0.07	0.43	0	0.65
StHeBC4_c17688_g0	10.96	14.93	11.09	15.32	18.25	9.17	14.05	15.24
StHeBC4_c17690_g0	1.16	1.75	0.55	0.83	0.57	0.36	0	0
StHeBC4_c17690_g1	0.49	0.87	0.64	0.61	1.19	0.78	0.97	0.65
StHeBC4_c17691_g0	9.22	19.96	15.65	17.98	15.43	20.07	54.19	41.23
StHeBC4_c17692_g0	12.87	5.69	8.56	7.58	8.94	6.32	2.29	37.72
StHeBC4_c17692_g1	6.02	0.82	2.14	2.99	4.09	2.09	0.91	1.76
StHeBC4_c17692_g2	67.01	253.64	256.53	347.81	344.24	288.32	1058.53	726.22
StHeBC4_c17692_g3	100.1	290.11	531.01	527.5	498.91	833.51	849.09	894.47
StHeBC4_c17692_g4	8.09	17.71	38.3	39.05	38.37	86.3	78.92	63.98
StHeBC4_c17692_g5	15.64	9.87	13.02	21	17.61	8.29	1.97	43.83
StHeBC4_c17692_g6	4.13	14.5	11.5	19.94	20.08	17.4	46.74	81.18
StHeBC4_c17694_g0	0.39	0.36	0.27	0.46	0.44	0.5	0.42	0.51
StHeBC4_c17695_g0	0.98	1.84	0.95	1.26	1.23	0.75	1.11	1.04
StHeBC4_c17696_g0	0.66	0.1	0.22	0.17	0.06	0.19	0.05	0
StHeBC4_c17697_g0	0	0	0	0	0	0	0	0
StHeBC4_c17698_g0	11.78	9.91	4.75	12.33	29.84	4.11	0.14	28.23
StHeBC4_c17698_g1	1.66	0	0.55	1.5	0.3	0.23	0.08	2.11
StHeBC4_c17699_g0	0.19	6.72	7.7	12.81	7.77	1.7	1.56	2.85
StHeBC4_c17700_g0	12.45	14.57	13.52	18.14	17.78	11.58	17.12	25.58
StHeBC4_c17701_g0	0.4	0.41	1.04	0.79	0.45	0.26	0	0
StHeBC4_c17703_g0	0.13	0	0.13	0.07	0.09	0.29	0	0
StHeBC4_c17704_g0	57.55	45.53	54.11	48.21	52.1	35.82	70.45	67.56
StHeBC4_c17704_g1	0	0	0	0	0	0	0	0
StHeBC4_c17704_g2	0	0	0	0.09	0.19	0.11	0	0
StHeBC4_c17705_g0	0.11	0	0.1	0	0	0	0	0
StHeBC4_c17706_g0	0.17	0.18	0.07	0.2	0.08	0.23	0	0.11
StHeBC4_c17706_g2	0.18	0.22	0.11	0.02	0.18	0	1.2	0.44
StHeBC4_c17706_g3	10.51	11.57	11.28	10	10.68	7.48	14.17	14.62
StHeBC4_c17706_g4	0	0	0.1	0	0	0	0	0
StHeBC4_c17706_g5	0	0	0	0.04	0.03	0	0.04	0
StHeBC4_c17706_g6	3.48	2.27	2.53	5.83	3.09	5.16	3.2	4.36
StHeBC4_c17706_g7	33.56	71.92	48.74	50.22	76.52	57.35	59.9	60.33
StHeBC4_c17708_g0	0.42	3.26	6.79	7.88	6.93	19.22	4.08	0.79
StHeBC4_c17710_g0	0	0	0	0	0	0	0	0
StHeBC4_c17711_g0	2.41	1.35	2.5	2.51	4.95	2.53	5.83	7.04
StHeBC4_c17712_g0	0.1	0	0	0.21	0.12	0	0	0
StHeBC4_c17712_g1	1.91	0.93	1.23	1.04	1.42	1.22	1.71	1.28
StHeBC4_c17712_g2	0.28	0.07	0.03	0	0.06	0.05	0.05	0.05
StHeBC4_c17712_g3	0.01	0.03	0	0	0.02	0	0	0
StHeBC4_c17713_g0	9.41	1.87	1.37	1.8	1.05	1.74	0.08	0
StHeBC4_c17714_g0	2.64	0.3	0.83	0.57	0.68	0.61	2.24	2
StHeBC4_c17715_g0	0.15	1.78	0.66	1.84	1.46	7.2	0.27	0.13
StHeBC4_c17716_g0	1.02	0.38	0.97	0.31	0.49	0.47	0.27	1.61
StHeBC4_c17717_g0	1.02	4.75	2.32	8.01	8.4	3.14	6.19	0.99
StHeBC4_c17718_g0	0.06	0.04	0.15	0.04	0.15	0	1.28	0.9
StHeBC4_c17719_g1	0.39	0	0.27	0.09	0	0.12	0	0.17
StHeBC4_c17719_g2	1.28	0.47	0.87	0.92	0.37	0.13	0.09	0.19
StHeBC4_c17719_g6	0	0	0	0	0	0	0	0
StHeBC4_c17720_g0	0.71	1.57	1.45	1.59	2.18	0.89	6.12	8.91
StHeBC4_c17722_g0	0.07	0.73	0.85	0.51	0.48	0.23	0.09	4.01
StHeBC4_c17723_g0	0.04	1.74	2.69	4.49	4.72	0.49	0.05	0.2
StHeBC4_c17724_g0	0	0	0	0	0	0	0	0
StHeBC4_c17726_g0	0.11	5.73	4.93	4.86	0.47	1.83	0.13	0.47
StHeBC4_c17726_g1	0	0	0.33	0.49	0.09	0.16	0	0
StHeBC4_c17726_g2	0.17	1.28	2.45	6.28	2.23	25.82	62.6	13.05
StHeBC4_c17727_g0	0.09	0	0	0	0	0	0	0
StHeBC4_c17728_g0	9.51	1.61	3.53	4.51	2.95	5.29	5.58	12.67
StHeBC4_c17729_g0	5.75	6.34	5.41	4.21	3.19	1.67	0.25	3.18
StHeBC4_c17729_g1	4.66	4.11	4.3	5.86	5.21	9.22	3.27	10
StHeBC4_c17730_g0	0.08	6.46	6.09	7.17	3.56	14.18	11.58	12.32
StHeBC4_c17731_g0	1.16	13.65	14.63	39.92	40.22	57.09	25.11	62.33
StHeBC4_c17732_g0	5.72	3.26	3.99	6.72	9.81	6.45	17.88	9.6
StHeBC4_c17733_g0	4.15	4.31	4.43	4.14	4.83	3.97	0.35	2.46
StHeBC4_c17735_g0	1.9	1.59	1.18	1.7	2.48	2.05	2.14	3.19
StHeBC4_c17736_g0	0.21	0.12	0.05	0.26	0.19	0.14	8.91	0.14
StHeBC4_c17737_g0	5.73	4.23	5.18	6.41	9.57	8.16	5.44	5.3
StHeBC4_c17737_g1	0.54	0.49	0.16	0.48	0.3	0.23	0.03	0.05
StHeBC4_c17737_g2	8.64	7.78	6.71	9.93	13.23	9.1	6.68	9
StHeBC4_c17737_g4	0	0.07	0	0.05	0.25	0	0.04	0
StHeBC4_c17737_g5	0.89	1.33	0.98	2.18	2.4	0.89	0.59	1.05
StHeBC4_c17737_g6	6.45	5.77	4.36	7.39	10.41	7.89	4.01	5.96
StHeBC4_c17737_g7	10.47	6.42	7.3	9.02	9.62	11.11	4.23	3.45
StHeBC4_c17737_g8	43.44	16.74	23.38	28.85	36.22	25.34	15.28	20.48
StHeBC4_c17739_g0	34.4	4.61	7.89	8.61	8.18	10.74	4.62	5.39
StHeBC4_c17740_g0	19.68	19.22	15.12	14.98	13.49	8.34	30.31	23.17
StHeBC4_c17742_g0	0.2	0.15	0.45	0.61	0.3	0.75	0.13	0.03
StHeBC4_c17743_g0	0.5	0.95	1.77	1.9	1.86	5.87	17.15	7.12
StHeBC4_c17745_g0	0.22	0.42	0.24	0.24	0.55	0.06	0.33	0.86
StHeBC4_c17746_g0	0	0.22	0.71	0.8	1.16	0.6	0.87	4.63
StHeBC4_c17747_g0	0.22	0.45	0.28	0.64	0.35	0.08	0.07	0.14
StHeBC4_c17747_g1	13.18	142.36	98.27	165.01	163.99	37.7	3.42	45.92
StHeBC4_c17748_g0	0	0	0.07	0	0	0.11	0.18	0.14
StHeBC4_c17750_g0	0.11	0.08	0.09	0.31	0.12	0.36	0.06	0.57
StHeBC4_c17751_g0	2.69	3.35	1.93	1.97	2.21	2.95	0.25	0.81
StHeBC4_c17752_g0	35.57	69.56	63.68	97.02	127.02	145.1	198.1	474.08
StHeBC4_c17753_g0	0	0	0	0	0	0	0	0
StHeBC4_c17754_g0	0	0	0	0	0	0	0	0
StHeBC4_c17755_g0	0.13	8.03	2.58	10.66	17.65	1.01	0.56	1.5
StHeBC4_c17757_g0	0.83	0	0.24	0.16	0.31	0	0.31	0.16
StHeBC4_c17758_g0	2.31	2.02	1.91	3.28	3.65	2.45	6.82	7.62
StHeBC4_c17760_g0	8.9	8.78	7.64	11.33	5.44	13.12	6.1	29.3
StHeBC4_c17760_g1	0.84	6.71	3.92	13.41	12.75	2.34	2.11	39.99
StHeBC4_c17761_g0	2.74	2.94	3.86	3.66	4.72	1.44	0.13	2.09
StHeBC4_c17762_g0	0	0.13	0.45	0	0.25	0	0	0
StHeBC4_c17763_g0	0.1	9.77	21.66	8.72	3.5	11.43	10.08	6.52
StHeBC4_c17765_g0	29.37	37.94	31.21	30.6	41.71	29.24	25.38	30.43
StHeBC4_c17766_g0	0.05	0.51	0.91	0.33	0.2	0	0.13	1.87
StHeBC4_c17767_g0	31.25	12.44	19.93	15.52	15.08	14.65	4.87	6.82
StHeBC4_c17767_g1	54.99	16.8	26.17	18.88	20.61	20.88	14.4	16.59
StHeBC4_c17768_g0	0.09	0.07	0.15	0.14	0.2	0.11	0	0.02
StHeBC4_c17771_g0	0.42	0.65	0.29	3.91	5.42	5.03	9.19	17.35
StHeBC4_c17771_g1	3.5	0.89	1.75	2.11	1.77	3.05	6.48	5.99
StHeBC4_c17773_g0	2.29	0.56	0.38	0.81	1.08	1.87	1.29	0.46
StHeBC4_c17775_g0	0	0	0	0	0	0	0	0.17
StHeBC4_c17775_g1	1.73	0.6	1.28	5.27	6.53	11.9	1.85	0.52
StHeBC4_c17775_g2	5.48	2.53	4.46	13.85	21.71	25.34	7.36	3.62
StHeBC4_c17775_g3	39.69	57.65	63.65	51.58	45.8	50.26	31.6	40.16
StHeBC4_c17775_g4	0	0	0	0	0	0	0	0
StHeBC4_c17776_g0	2.67	0.4	2.4	0	0	0.11	0	0.08
StHeBC4_c17778_g0	0.06	6.51	2.86	7.96	14.07	0.52	0.23	1.59
StHeBC4_c17778_g1	0	1.08	0.72	1.49	4.06	0.68	0	0.29
StHeBC4_c17778_g2	7.62	5.51	2.09	7	10.97	5.44	3.86	4.95
StHeBC4_c17778_g3	0	0.67	0.4	0.56	1.76	0.22	0	0.09
StHeBC4_c17778_g4	0	0.63	0.42	1.61	1.63	0.34	0	0.14
StHeBC4_c17778_g5	0.02	2.18	1.08	4.75	7.52	0.63	0	0.43
StHeBC4_c17778_g6	0.15	2.56	0.35	2.4	4.48	0.64	0.03	0.26
StHeBC4_c17779_g0	0	0	0	0	0	0	0	0.68
StHeBC4_c17780_g0	0.59	2.49	1.03	3.25	3.57	0.91	0.5	7.5
StHeBC4_c17780_g1	0.31	0.65	0.83	9.24	3.54	8.51	345.08	33.01
StHeBC4_c17783_g0	0	0	0	0	0	0	0	0.24
StHeBC4_c17786_g0	0	0	0	0	0	0.09	0.15	0.17
StHeBC4_c17787_g0	1.31	0.46	0.74	0.54	0.16	0	0	0
StHeBC4_c17789_g0	17.08	16.39	19.23	20.05	21.91	18.21	14.21	22.22
StHeBC4_c17790_g0	1.67	25.39	11.79	41.54	57.94	82.14	14.11	19.66
StHeBC4_c17791_g0	0	0	0	0	0.08	0	0.07	0
StHeBC4_c17792_g0	62.38	78.27	106.48	90.92	68.53	127.77	178.82	238.49
StHeBC4_c17792_g1	2.74	10.76	9.2	17.05	22.19	21.55	40.24	28.85
StHeBC4_c17792_g10	3.38	8.72	11.47	15.24	12.35	12.68	5.08	12.94
StHeBC4_c17792_g11	3.25	7.7	10.88	14.78	12.93	20.74	3.03	5.76
StHeBC4_c17792_g12	5.7	16.13	26.26	28.54	19.73	23.35	15.06	41.78
StHeBC4_c17792_g13	0.23	0.49	0.66	1.7	1.78	2.22	1.94	2.8
StHeBC4_c17792_g15	0.11	0.18	0.41	0.44	0.35	0.42	0.04	0.27
StHeBC4_c17792_g16	0.18	1.83	3.44	3.59	4.75	3.88	3.32	6.07
StHeBC4_c17792_g17	11.85	30.24	43.71	46.83	30.86	42.33	6.02	24.74
StHeBC4_c17792_g3	2.1	4.47	6.18	5.57	4.79	8.39	1.66	3.59
StHeBC4_c17792_g4	0	0	0	0	0	0	0	0
StHeBC4_c17792_g5	110.35	196.59	251.51	233.5	174.08	254.38	185.63	280.68
StHeBC4_c17792_g6	3.29	7.13	6.78	12.31	11.73	13.52	5.38	6.9
StHeBC4_c17792_g7	9.74	20.75	30.64	40	37.14	35.32	14.98	39.04
StHeBC4_c17792_g8	1.3	3.98	1.74	5.57	7.68	8.99	5.77	4.19
StHeBC4_c17792_g9	0.56	1.35	1.88	3.28	2.51	3.29	0.34	0.8
StHeBC4_c17794_g0	0	0	0	0	0	0	0	0
StHeBC4_c17795_g0	0	0	0	0	0	0	0	0
StHeBC4_c17796_g0	31.79	71.54	41.36	69.07	102.54	51.93	199.76	151.22
StHeBC4_c17797_g1	2.64	2.48	1.88	3.25	3.68	1.91	4.15	2.53
StHeBC4_c17798_g0	0.33	1.26	1.53	7.24	12.85	29.68	11.83	6.45
StHeBC4_c17799_g0	0	0	0.1	1.52	3.61	0.98	0	2
StHeBC4_c17799_g1	0.65	5.49	5.02	9.86	10.81	7.85	2.1	13.35
StHeBC4_c17799_g3	0.04	0.32	0.42	9.58	30.5	6.07	0.85	16.87
StHeBC4_c17801_g0	23.12	5.81	8.46	0.89	0.09	0.06	0	3.87
StHeBC4_c17802_g0	1.04	1.16	0.97	1.89	1.65	1.24	2.76	2.75
StHeBC4_c17803_g0	28.68	13.29	15.49	17.02	23.51	19.8	15.92	10.1
StHeBC4_c17803_g1	1.31	0	0.63	0.26	0.73	0.9	0.51	0.55
StHeBC4_c17807_g0	5.73	20.19	9.63	13.46	13.77	6.33	116.69	109.34
StHeBC4_c17808_g0	35.92	15.82	21.73	19.73	22.65	18.1	12.86	12.19
StHeBC4_c17811_g0	0	0	0	0	0.04	0	0	0.95
StHeBC4_c17812_g0	1.98	3.57	3.37	3.42	3.77	2.47	2.25	3.37
StHeBC4_c17813_g0	0	0	0	0	0	0.06	0.05	0
StHeBC4_c17814_g0	5.63	4	3.42	5.08	4.67	3.21	11.22	12.56
StHeBC4_c17815_g0	1.2	0.29	0.26	1.06	0.48	0.56	0.09	0.5
StHeBC4_c17816_g0	0.21	0	0.31	0.48	0.38	0.18	0.31	0.53
StHeBC4_c17817_g0	0	1.39	0.69	0.55	0.4	0.05	0	0
StHeBC4_c17817_g1	21.01	17.87	22.46	19.09	15.46	20.36	23.25	20.95
StHeBC4_c17817_g10	10.49	8.1	6.53	9.08	8.54	12.06	9.29	11.34
StHeBC4_c17817_g2	5.92	2.07	6.14	2.78	2.68	1.21	2.92	3.5
StHeBC4_c17817_g3	11.88	62.23	38.72	55.28	62.03	54.32	64.04	67.15
StHeBC4_c17817_g4	1.5	5.52	4.79	5.53	5.18	5.3	5.86	7.57
StHeBC4_c17817_g5	30.84	94.71	68.18	100.08	98.15	100.65	126.02	129.78
StHeBC4_c17817_g6	1.68	5.23	2.73	2.99	4.07	3.98	6.62	5.61
StHeBC4_c17817_g7	0.88	12.2	6.57	11.46	12.73	11.34	12.23	13.74
StHeBC4_c17817_g8	0	0.19	0.27	0.88	0.56	0.79	0	0.09
StHeBC4_c17817_g9	14.98	9.69	12.43	12.46	11.75	14.45	10.04	12.82
StHeBC4_c17821_g0	1.73	2.15	1.93	4.84	5.22	3.18	5.7	441.63
StHeBC4_c17822_g0	14.17	25.56	11.66	17.13	26.21	9.64	12.83	21.01
StHeBC4_c17822_g1	0	0.1	0	0.14	0	0.12	0	0
StHeBC4_c17824_g0	17.95	13.47	40.8	27.03	12.86	33.12	2.23	2.8
StHeBC4_c17826_g2	26.05	22.97	24.52	33.04	30.02	47.43	31.82	41.5
StHeBC4_c17826_g3	2.45	1.98	2.62	3.61	2.91	5.72	2.06	1.72
StHeBC4_c17826_g5	0.36	0.26	0.66	0.55	0.44	0.24	0	0
StHeBC4_c17827_g0	19.67	3.16	5.57	3.8	4.05	6.35	5.54	5.23
StHeBC4_c17827_g1	16.73	3.26	5.35	5.85	4.95	7.66	2.33	2.98
StHeBC4_c17828_g0	7.92	11.74	8.53	16.73	18.58	9.29	13.39	15.56
StHeBC4_c17829_g0	3.38	7.12	7.94	11.17	8.71	3.35	4.19	5.11
StHeBC4_c17829_g1	11.94	23.9	21.73	24.81	21.7	15.79	13.64	16.07
StHeBC4_c17831_g0	42.07	61.88	49.39	53.88	60.19	31.75	73.4	69.38
StHeBC4_c17831_g1	0.14	1.35	0	2.22	1.11	1.08	3.23	3.46
StHeBC4_c17832_g0	261.45	49.53	139.37	89.22	50.82	245.65	146.51	177.17
StHeBC4_c17833_g0	0.01	0.02	0.01	0	0	0.02	0	0
StHeBC4_c17833_g1	0	0.09	0.12	0.09	0.09	0	0.08	0
StHeBC4_c17833_g2	4.22	2.03	3.43	3.03	2.95	3.61	2.02	1.65
StHeBC4_c17833_g3	5.41	1.43	2.92	3.07	2.97	3.54	2.26	2.62
StHeBC4_c17833_g4	1.72	0.74	1.03	1.84	1.76	1.83	0.48	0.88
StHeBC4_c17833_g5	1.48	4.08	3.09	5.4	5.39	4.06	5.58	5.77
StHeBC4_c17834_g0	0.04	0	0	0	0	0.13	0	0
StHeBC4_c17835_g0	0.78	10.4	14.25	3.43	1.28	0.76	0.71	1.1
StHeBC4_c17836_g0	41.9	7.04	17.68	5.81	2.79	4.36	7.9	8.72
StHeBC4_c17838_g0	1.34	3.19	0.32	0	0	0	0	0
StHeBC4_c17840_g0	0	0.21	0.78	2.37	4.64	0.57	0.05	0.52
StHeBC4_c17842_g0	71.8	52.79	72.82	51.25	39.55	52.41	55.65	63.4
StHeBC4_c17843_g0	0	0	0	0	0	0	0	0
StHeBC4_c17845_g0	0	0	0	0	0	0	0	0
StHeBC4_c17850_g0	0	0	0	0	0	0	0	0
StHeBC4_c17851_g0	0.25	0.02	0.17	0.07	0.13	0.25	0.02	0.02
StHeBC4_c17852_g0	0	0	0	0	0	0	0.41	0.11
StHeBC4_c17853_g0	0	1.53	2.86	7.25	8.31	5.67	2.56	14.15
StHeBC4_c17854_g0	0.7	0.41	0.61	0.7	1.29	0.16	1.14	0.3
StHeBC4_c17855_g0	0	0	0	0	0	0	0	0
StHeBC4_c17856_g0	0.47	0.85	1.12	2.16	0.98	0.65	4.08	49.96
StHeBC4_c17856_g1	0.21	1.67	1.71	8.08	3.77	1.72	4.68	11.95
StHeBC4_c17857_g0	0	1	0.35	2.24	3.81	0.23	0.12	0.2
StHeBC4_c17858_g0	3195.49	921.96	2934.37	350.7	59.59	15.36	11.42	12.33
StHeBC4_c17858_g1	1150.54	264.96	923.59	118.55	18.31	4.55	2.83	4.09
StHeBC4_c17861_g0	43.04	30.58	24.7	29.96	39.91	23.23	26.35	23.53
StHeBC4_c17861_g1	4.14	0.58	0.92	1.54	0.7	1.44	0.57	0.37
StHeBC4_c17862_g0	0	0	0	0.08	0	0	0	0
StHeBC4_c17863_g0	0	0	0	0	0	0	0	0
StHeBC4_c17864_g0	0.03	7.88	1.49	10.09	19.38	8.6	3.71	57.9
StHeBC4_c17865_g0	64.06	125.02	87.14	54.2	48.48	32.13	69.8	83.16
StHeBC4_c17866_g0	8.03	11.83	11.8	17.72	18.13	23.61	14.89	15.69
StHeBC4_c17868_g0	6.89	4.16	4.47	4.25	4.44	1.47	0.8	1.54
StHeBC4_c17870_g0	0	0	0	0	0	0	0	0
StHeBC4_c17871_g0	0	0	0	0	0	0.18	0	0.1
StHeBC4_c17872_g0	42.14	55.33	45.55	46.4	47.84	45.66	68.92	59.65
StHeBC4_c17877_g0	0	0	0	0	0	0	0.12	0
StHeBC4_c17878_g0	26.71	49.92	43.28	51.25	53.17	45.19	64.57	77.74
StHeBC4_c17880_g0	6	1.77	2.26	2.75	4.33	4.44	3.01	2.37
StHeBC4_c17880_g1	9.68	2.47	4.61	3.33	2.04	3.21	1.56	1.62
StHeBC4_c17880_g2	0.38	0.24	0.26	0	0.29	0.07	0.08	0.08
StHeBC4_c17880_g3	2.87	1.37	2.08	1.54	1.78	2.44	0.82	1.03
StHeBC4_c17880_g4	10.22	1.85	3.96	2.95	2.47	3.28	0.86	1.1
StHeBC4_c17880_g5	6.31	1.89	4.1	4.64	4.1	7.4	3.03	2.84
StHeBC4_c17880_g6	1.27	0.44	0.89	1.05	0.12	0.43	0.4	0
StHeBC4_c17880_g7	13.32	11.7	12.33	10.32	11.87	9.38	10.25	12.69
StHeBC4_c17881_g0	0.16	0	0	0	0	0.14	0	0
StHeBC4_c17882_g0	7.29	9.43	10.19	11.33	8.49	8.72	10.29	12.79
StHeBC4_c17883_g0	0.1	0.16	0.27	0	0	0	0	0
StHeBC4_c17884_g0	17.18	8.57	7.12	5.49	4.96	5.95	3.84	10.8
StHeBC4_c17886_g0	39.69	65.56	34.87	52.22	70.61	30.59	47.44	57.22
StHeBC4_c17887_g0	7.82	1.09	3.05	2.49	1.59	2.36	1.16	1.61
StHeBC4_c17888_g0	114.24	283.67	160.54	205.37	234.24	136.16	178.7	229.56
StHeBC4_c17889_g0	0.2	1.15	0.39	2.04	1.02	1.36	2.87	2.38
StHeBC4_c17890_g0	0.37	0.92	0.82	1.85	2.34	2.61	6.76	3.74
StHeBC4_c17890_g1	1.32	3.83	2.23	1.95	2.36	1.58	1.01	2.41
StHeBC4_c17890_g2	18.37	40.05	28.42	25.45	36.31	26.82	23.48	33.29
StHeBC4_c17890_g3	0.25	0.42	0.42	1.03	1.93	0.57	0.62	0.67
StHeBC4_c17891_g0	0	0.1	0.04	0.22	0.15	0.17	0.17	0.07
StHeBC4_c17894_g0	6.23	3.06	5.29	2.9	1.32	2.9	6.5	1.11
StHeBC4_c17895_g0	0.03	1.16	1.01	19.91	41.25	3.04	2.09	18.31
StHeBC4_c17897_g0	36.02	23.99	28.56	16.48	16.71	18.76	0	0
StHeBC4_c17898_g0	0	0	0	0	0.03	0	0.06	0.88
StHeBC4_c17899_g0	0.99	0.61	0.28	0.51	0.63	0.71	0.02	0.11
StHeBC4_c17900_g0	0	0.42	0.31	0.63	0.17	0.06	0.22	0.15
